,char,dialog,movie,birth,death,gender,race
250,FRODO,I'm so sorry Sam. I'm so sorry.,The Return of the King ,,,Other,Hobbits
251,GIMLI,What kind of army would linger in such a place?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
252,LEGOLAS,"One that is cursed. Long ago the men of the mountains swore an oath to the last King of Gondor , to come to his aid, to fight. But when the time came, when Gondor's need was dire, they fled vanishing into the darkness of the mountain. And so Isildur cursed them, never to rest until they had fulfilled their pledge. Who shall call them from the grey twilight, the forgotten people? The heir of him to whom the oath they swore. From the North shall he come, need shall drive him. He shall pass the door to the Paths of the Dead.",The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
253,GIMLI,The very warmth of my blood seems stolen away.,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
254,LEGOLAS,"The way is shut. It was made by those who are dead , and the dead keep it. The way is shut.",The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
255,ARAGORN,Brego!,The Return of the King ,,,Other,Men
256,ARAGORN,I do not fear death!,The Return of the King ,,,Other,Men
257,GALADRIEL,"This task was appointed to you, Frodo of the Shire. If you do not find a way, no one will.",The Return of the King ,YT 1362,"Still alive: Departed over the sea on ,September 29 ,3021",Female,Elves
258,EOMER,"The scouts report Minas Tirith is surrounded. The lower level's in flames. Everywhere, legions of the enemy advance.",The Return of the King ,TA 2990,FO 63,Male,Men
259,THEODEN,Time is against us. Make ready!,The Return of the King ,,,Other,Men
260,EOWYN,"Take heart Merry. , It will soon be over",The Return of the King ,TA 2995,FO,Female,Men
261,MERRY,"My lady. You are fair and brave and have much to live for , and many who love you. I know it is too late to turn aside. I know there is not much point now in hoping. If I were a knight of Rohan capable of great deeds'but I'm not. I'm a Hobbit. And I know I can't save Middle Earth. I just want to help my friends; Frodo, Sam, Pippin. More than anything I wish I could see them again.",The Return of the King ,,,Other,Hobbits
262,EOMER,Prepare to move out!,The Return of the King ,TA 2990,FO 63,Male,Men
263,THEODEN,Make haste. We ride through the night.,The Return of the King ,,,Other,Men
264,EOWYN,To battle,The Return of the King ,TA 2995,FO,Female,Men
265,MERRY,To battle,The Return of the King ,,,Other,Hobbits
266,GANDALF,Back to the gate! Hurry!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
267,GIMLI,"Well this is a thing unheard of. An elf will go underground, where a dwarf dare not. Oh. Oh, I'd never hear the end of it.",The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
268,THEODEN,We must ride light and swift. It is a long road ahead and man and beast must reach the end with the strength to fight.,The Return of the King ,,,Other,Men
269,THEODEN,Little Hobbits do not belong in war Master Meriadoc.,The Return of the King ,,,Other,Men
270,MERRY,All my friends have gone to battle. I would be ashamed to be left behind.,The Return of the King ,,,Other,Hobbits
271,THEODEN,It is a three-day gallop to Minas Tirith and none of my riders can bear you as a burdon.,The Return of the King ,,,Other,Men
272,MERRY,I want to fight!,The Return of the King ,,,Other,Hobbits
273,THEODEN,I will say no more.,The Return of the King ,,,Other,Men
274,EOWYN,Ride with me!,The Return of the King ,TA 2995,FO,Female,Men
275,MERRY,My lady!,The Return of the King ,,,Other,Hobbits
276,EOMER,"Form up, move out! Form up, move out!",The Return of the King ,TA 2990,FO 63,Male,Men
277,THEODEN,Ride! Ride now to Gondor.,The Return of the King ,,,Other,Men
278,GIMLI,What is it? What do you see?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
279,LEGOLAS,I see shapes of men and of horses.,The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
280,GIMLI,Where?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
281,LEGOLAS,"Pale banners like shreds of cloud. , Spears rise like winter thickets through a shroud of mist. The dead are following. They have been summoned.",The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
282,GIMLI,"The dead? Summoned? I knew that! Huh. Huh. , Very good. Very good. , Legolas!",The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
283,ARAGORN,Do not look down.,The Return of the King ,,,Other,Men
284,KING OF THE DEAD,Who enters my domain?,The Return of the King ,,,Other,Wraith/Undead
285,ARAGORN,One who will have your allegiance.,The Return of the King ,,,Other,Men
286,KING OF THE DEAD,The dead do not suffer the living to pass.,The Return of the King ,,,Other,Wraith/Undead
287,ARAGORN,You will suffer me!,The Return of the King ,,,Other,Men
288,KING OF THE DEAD,The way is shut! It was made by those who are dead. And the dead keep it. (The Ghostly army closes around them) The way is shut! Now you must die!,The Return of the King ,,,Other,Wraith/Undead
289,ARAGORN,I summon you to fulfil your oath!,The Return of the King ,,,Other,Men
290,KING OF THE DEAD,None but the King of Gondor may command me!,The Return of the King ,,,Other,Wraith/Undead
291,SOLDIER,"Make way for the King! Make way, the King is here",The Return of the King ,,,Other,Men
292,SOLDIER,My lord!,The Return of the King ,,,Other,Men
293,SOLDIER,Hail to you sire!,The Return of the King ,,,Other,Men
294,GRIMBOLD,I bring 500 men from the Westfold my lord.,The Return of the King ,"Late ,Third Age","March 15 ,3019",Male,Men
295,SOLDIER,"We have 300 more from Fenmarch, Theoden King.",The Return of the King ,,,Other,Men
296,KING OF THE DEAD,That blade was broken!,The Return of the King ,,,Other,Wraith/Undead
297,ARAGORN,"It has been remade. , Fight for us and regain your honour. What say you? ,What say you?",The Return of the King ,,,Other,Men
298,GIMLI,Ach! You waste your time Aragorn. They had no honour in life and they have none now in death.,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
299,ARAGORN,"I am Isildur's heir. Fight for me and I will hold your oaths fulfilled. ,What say you?",The Return of the King ,,,Other,Men
300,ARAGORN,"You have my word! Fight and I will release you from this living death! , What say you?",The Return of the King ,,,Other,Men
301,GIMLI,Stand you traitors!,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
302,ARAGORN,Out!,The Return of the King ,,,Other,Men
303,ARAGORN,Legolas! Run!,The Return of the King ,,,Other,Men
304,KING OF THE DEAD,We fight!,The Return of the King ,,,Other,Wraith/Undead
305,SOLDIER,"Open the gate, quick!",The Return of the King ,,,Other,Men
306,IROLAS,Quick! Hurry!,The Return of the King ,,,Other,Men
307,DENETHOR,Faramir! Say not that he has fallen.,The Return of the King ,,,Other,Men
308,IROLAS,They were outnumbered! None survived.,The Return of the King ,,,Other,Men
309,GOTHMOG,Fear. The city is rank with it! Ha ha ha ha. Let us ease their pain. Release the prisoners!,The Return of the King ,"Before the creation of ,Arda",FA 510,Male,Uruk-hai/Orcs
310,THEODEN,Where are the riders from Snowbourn?,The Return of the King ,,,Other,Men
311,SOLDIER,None have come my lord.,The Return of the King ,,,Other,Men
312,THEODEN,"Six thousand spears, less than half of what I had hoped for.",The Return of the King ,,,Other,Men
313,ARAGORN,Six thousand will not be enough to break the lines of Mordor.,The Return of the King ,,,Other,Men
314,THEODEN,More will come,The Return of the King ,,,Other,Men
315,ARAGORN,"Every hour lost hastens Gondor's defeat. , We have until dawn then we must ride.",The Return of the King ,,,Other,Men
316,LEGOLAS,The horses are restless and the men are quiet.,The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
317,EOMER,They grow nervous in the shadow of the mountain.,The Return of the King ,TA 2990,FO 63,Male,Men
318,GIMLI,That road there where does that lead?,The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
319,LEGOLAS,"It is the road to the Dimholt, the door under the mountain.",The Return of the King ,,"Still alive, departed to ,Aman ,FO 120",Male,Elves
320,ORC,"Catapults! , ha ha ha.",The Return of the King ,,,Other,Uruk-hai/Orcs
321,DENETHOR,"My sons are spent! , My line has ended!",The Return of the King ,,,Other,Men
322,PIPPIN,He's alive!,The Return of the King ,,,Other,Hobbits
323,DENETHOR,The house of Stewards has failed.,The Return of the King ,,,Other,Men
324,PIPPIN,He needs medicine my lord!,The Return of the King ,,,Other,Hobbits
325,DENETHOR,My line has ended!,The Return of the King ,,,Other,Men
326,PIPPIN,My lord!,The Return of the King ,,,Other,Hobbits
327,DENETHOR,Rohan has deserted us!,The Return of the King ,,,Other,Men
328,DENETHOR,"Theoden's betrayed me! ABANDON YOUR POSTS! ,FLEE! FLEE FOR YOUR LIVES!",The Return of the King ,,,Other,Men
329,GANDALF,Prepare for battle. Hurry men! To the wall! Defend the wall! Over here! Return to your posts.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
330,GANDALF,Send these foul beasts into the Abyss.,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
331,GOTHMOG,Stay where you are!,The Return of the King ,"Before the creation of ,Arda",FA 510,Male,Uruk-hai/Orcs
332,SOLDIER,We need more rubble!,The Return of the King ,,,Other,Men
333,EOMER,None who venture there ever return. That mountain is evil.,The Return of the King ,TA 2990,FO 63,Male,Men
334,GIMLI,"Aragorn! , Let's find some food.",The Return of the King ,TA 2879,"Unknown (Departed to ,Aman ,FO 120,)",Male,Dwarves
335,EOWYN,There. A true esquire of Rohan.,The Return of the King ,TA 2995,FO,Female,Men
336,MERRY,"I'm ready! , Sorry. It isn't all that dangerous. It's not even sharp.",The Return of the King ,,,Other,Hobbits
337,EOWYN,"To the smithy, go!",The Return of the King ,TA 2995,FO,Female,Men
338,EOMER,You should not encourage him.,The Return of the King ,TA 2990,FO 63,Male,Men
339,EOWYN,You should not doubt him.,The Return of the King ,TA 2995,FO,Female,Men
340,EOMER,"I do not doubt his heart, only the reach of his arm.",The Return of the King ,TA 2990,FO 63,Male,Men
341,EOWYN,Why should Merry be left behind? He has as much cause to go to war as you. Why can he not fight for those he loves?,The Return of the King ,TA 2995,FO,Female,Men
342,EOMER,"You know as little of war as that Hobbit. When the fear takes him , and the blood and the screams and the horror of battle take hold. Do you think he would stand and fight? He would flee. And he would be right to do so. , War is the province of men Eowyn.",The Return of the King ,TA 2990,FO 63,Male,Men
343,SOLDIER,Sir? King Theoden awaits you my lord.,The Return of the King ,,,Other,Men
344,SOLDIER,Watch out!,The Return of the King ,,,Other,Men
345,SOLDIER,Down to the lower levels quick!,The Return of the King ,,,Other,Men
346,SOLDIER,Double up men!,The Return of the King ,,,Other,Men
347,GANDALF,"Hold them back, do not give in to fear. Stand to your posts. Fight!",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
348,GANDALF,"Not at the towers! Aim for the trolls, kill the trolls!",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
349,GANDALF,Bring them down!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
350,GANDALF,"Fight them back! ,Peregrin Took! Go back to the Citadel.",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
351,PIPPIN,They called us out to fight.,The Return of the King ,,,Other,Hobbits
352,GANDALF,This is no place for a Hobbit!,The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
353,GANDALF,"Guard of the Citadel indeed! , Now back up the hill quickly. Quick!",The Return of the King ,Before the the Shaping of Arda,"January 253019 ,Battle of the Peak immortal",Male,Maiar
354,GOTHMOG,What are you doing you useless scum?,The Return of the King ,"Before the creation of ,Arda",FA 510,Male,Uruk-hai/Orcs
355,ORC,The door wont give. It's too strong.,The Return of the King ,,,Other,Uruk-hai/Orcs
356,THEODEN,I take my leave.,The Return of the King ,,,Other,Men
357,ARAGORN,My lord Elrond,The Return of the King ,,,Other,Men
358,ELROND,I come on behalf of one whom I love. Arwen is dying. She will not long survive the evil that now spreads from Mordor. The light of the evenstar is failing. As Sauron's power grows her strength wanes. Arwen's life is now tied to the fate of the Ring. The Shadow is upon us Aragorn. The end has come.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
359,ARAGORN,"It will not be our end, but his.",The Return of the King ,,,Other,Men
360,ELROND,"You ride to war but not to victory. Sauron's armies ride on Minas Tirith, this you know. But in secret he sends another force, which will attack, from the river. , A fleet of Corsair ships sails from the South. They will be in the city in two days. You're outnumbered Aragorn. You need more men.",The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
361,ARAGORN,There are none.,The Return of the King ,,,Other,Men
362,ELROND,There are those that dwell in the mountain.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
363,ARAGORN,"Murderers, traitors. You would call upon them to fight? They believe in nothing. They answer to no one",The Return of the King ,,,Other,Men
364,ELROND,"They will answer to the King of Gondor. , And'ril, the Flame of the West, forged from the shards of Narsil.",The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
365,ARAGORN,Sauron will not have forgotten the sword of Elendil.,The Return of the King ,,,Other,Men
366,ARAGORN,The blade that was broken shall return to Minas Tirith.,The Return of the King ,,,Other,Men
367,ELROND,The man who can wield the power of this sword can summon to him an army more deadly than any that walks this earth. Put aside the Ranger. Become who you were born to be 'nen i-Estel Edain.,The Return of the King ,FA 532,"Still alive; departed to ,Aman, on ,September 29 ,3021",Male,Elves
368,ARAGORN,'-chebin Estel anim.,The Return of the King ,,,Other,Men
369,EOWYN,Why are you doing this? The war lies to the East. You cannot leave on the eve of battle. You cannot abandon the men.,The Return of the King ,TA 2995,FO,Female,Men
